-1.765576	-0.265635	0.484116
-1.26838	0.302682	-0.198056
-0.43764	-1.047071	-0.709684
-1.153043	-0.336675	-1.732942
-1.006533	-0.976031	0.654659
1.406196	-0.833952	-0.794956
-0.665197	-0.194595	-0.45387
-0.803914	-0.478754	0.057758
0.394658	-1.26019	1.422101
-2.23316	0.196123	0.825201
0.806131	-0.159076	0.825201
-0.822617	0.125083	-1.05077
0.185804	1.297237	-0.027513
-0.417378	1.261717	0.398844
0.951082	0.054043	0.14303
-1.871562	0.977558	1.166287
1.660249	0.231642	2.701173
0.640918	-0.549794	-0.794956
-0.235021	-0.159076	0.313573
0.344782	0.196123	0.057758
-2.071064	0.870999	-0.368599
-1.067319	-1.047071	-0.112784
0.025267	-0.869472	1.33683
-0.18047	-0.052516	0.910473
-1.438268	0.515801	-0.709684
-2.456041	1.972113	0.569387
-0.970685	0.373722	0.228301
-1.837273	0.906519	-0.368599
0.181128	0.444761	1.592644
0.687676	-1.047071	1.081016
-1.251235	1.297237	-0.539142
0.135928	-0.372194	-1.903484
-0.532716	-0.549794	-1.221313
-0.436082	0.870999	-0.965499
-1.72817	0.799959	1.081016
0.361927	0.76444	0.654659
0.42583	-1.082591	0.313573
-0.115008	-0.123556	-0.45387
-0.702604	-0.656353	0.484116
-0.654287	1.013078	1.507373
0.02215	-1.047071	-1.477127
0.072025	-0.194595	0.73993
-1.285524	-0.372194	-0.539142
1.311121	-1.18915	-1.562399
1.608815	-0.549794	-1.306584
1.027453	-1.047071	-0.880227
-0.019933	-1.047071	0.14303
1.113177	-0.052516	1.763187
0.606629	0.160603	-0.368599
0.542726	-0.833952	0.484116
2.155887	-0.976031	0.910473
0.04397	0.160603	-1.136042
-0.255283	0.515801	1.081016
0.351017	-1.26019	1.677916
0.290231	0.089563	0.654659
1.308003	-2.361304	-1.391856
1.568291	-1.402269	0.910473
1.024336	-0.762912	-0.283327
-0.051105	0.444761	-0.198056
0.628449	-1.579868	-0.880227
0.483498	-1.615388	-0.539142
1.082005	-0.088036	0.313573
-0.353475	0.444761	-0.624413
1.728828	-1.047071	0.14303
0.428947	-0.016996	-1.818213
1.07577	-0.727393	-0.794956
0.630008	0.906519	-0.027513
0.876268	-0.123556	-0.112784
1.8504	-1.18915	-1.136042
0.502202	-0.727393	-1.391856
-0.403351	0.444761	1.33683
-0.408027	0.65788	-1.136042
-1.001857	1.261717	0.825201
0.112549	0.480281	0.484116
0.949523	-0.620833	-0.112784
1.116294	-0.265635	-0.283327
-0.598177	-0.443234	-0.112784
0.480381	0.58684	2.274816
1.035246	0.125083	0.569387
-3.113774	1.936593	0.995744
-0.096305	0.267162	-0.112784
1.865986	-1.792987	0.14303
1.138115	-0.691873	-0.112784
0.729759	-0.691873	0.14303
0.433623	-1.26019	0.484116
-0.351917	-1.082591	0.057758
0.994723	-0.762912	0.484116
2.472285	-1.757467	1.166287
1.099149	-0.691873	-0.794956
1.686746	-0.407714	0.995744
1.191108	-1.366749	1.081016
0.237238	-0.123556	0.057758
-1.235649	-0.123556	0.228301
-0.052664	-1.437789	-0.198056
1.965737	-3.000661	-0.368599
1.23319	-1.615388	0.484116
0.491291	-0.585313	-0.198056
2.060812	-0.904992	-0.709684
0.263734	-0.620833	-0.624413
0.860682	0.267162	0.228301
-0.465695	0.338202	-0.880227
-0.361268	0.125083	-0.027513
-1.117195	-0.372194	0.398844
-0.479723	-1.686428	0.398844
-0.747804	-0.016996	-0.624413
0.725083	-0.443234	-1.64767
0.827951	-0.230115	-0.45387
0.277762	0.160603	1.251559
0.949523	0.62236	-1.05077
0.418037	-0.904992	1.507373
0.435181	-1.686428	0.484116
-0.571681	0.977558	0.995744
1.248776	-1.508829	-0.283327
1.610374	-1.544348	0.228301
-0.088512	-1.402269	-0.794956
2.210439	-2.148185	-1.05077
1.074212	-0.443234	0.825201
-0.53895	-0.549794	-0.283327
-0.066691	1.013078	1.081016
0.294907	-0.301155	-0.198056
-1.332283	0.480281	-2.159299
-0.235021	-0.265635	-0.112784
-0.197614	0.906519	0.484116
0.603511	1.439316	1.251559
1.466982	-0.230115	0.995744
1.256569	-0.336675	0.654659
-0.612205	0.480281	1.251559
0.53805	-0.940512	-1.05077
2.483196	-1.366749	-0.794956
0.065791	-1.047071	-0.283327
-0.995623	-0.123556	0.057758
0.276203	-2.219225	0.14303
-0.928603	1.190677	0.654659
0.123459	-0.194595	0.825201
-0.016816	-0.265635	-0.965499
-0.54986	0.65788	0.057758
1.674277	-0.088036	1.33683
0.243472	0.196123	1.422101
0.405568	-0.407714	1.763187
0.578574	-0.230115	-0.368599
1.275272	1.013078	0.995744
0.461678	0.338202	-1.391856
0.751579	-0.301155	0.313573
0.397775	0.6934	1.422101
0.631566	-0.656353	0.995744
0.647152	0.231642	1.081016
2.028081	-0.762912	0.73993
1.953268	-1.047071	-0.880227
-0.682342	-0.514274	0.14303
0.397775	-2.680982	0.73993
0.125018	0.444761	0.14303
1.145908	-0.514274	0.484116
0.065791	0.018523	-0.965499
1.34541	-0.833952	-0.965499
2.272783	-1.22467	0.825201
-0.206966	-0.514274	-0.112784
0.993164	0.125083	-2.670927
-0.143063	0.977558	0.484116
1.01966	-0.230115	-0.198056
1.593229	-1.15363	1.081016
0.453885	-0.798432	0.73993
0.748462	1.332757	-1.562399
0.782752	-1.792987	0.313573
0.644035	0.018523	-0.112784
1.089798	-0.656353	-1.136042
1.035246	-0.904992	-0.965499
